question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_044_899DEDA7,FB_044_899DEDA7_H3,Gemini 2.5 Flash,dollar_amount,"$106,196 million","$87,723 million",True,"American Express is a major financial institution with a very large balance sheet. Its total liabilities typically exceed $200 billion, not $87.7 billion. This figure appears significantly understated and inconsistent with the company's scale, suggesting a high likelihood of hallucination.",high,3,4
FB_044_899DEDA7,FB_044_899DEDA7_H2,Gemini 2.5 Flash,dollar_amount,"$58,160 million","$75,098 million",True,"This figure represents a 113% increase in long-term debt from the prior year's reported $35,269 million (FY2020). Such a dramatic doubling of long-term debt in a single year is highly unusual for a stable, large financial institution like American Express, suggesting potential fabrication or inaccuracy.",high,3,4
FB_044_899DEDA7,FB_044_899DEDA7_H1,Gemini 2.5 Flash,dollar_amount,"$50,000 million","$35,269 million",True,"This figure, when compared to the reported $75,098 million for FY2021, implies a 113% increase in long-term debt year-over-year. This extreme growth rate is highly unusual for a company of American Express's size and stability, suggesting potential fabrication or inaccuracy in this figure or the subsequent year's.",high,3,4
FB_045_3960FE69,FB_045_3960FE69_H2,Gemini 2.5 Flash,percentage,5.1%,0.0%,True,"The reported percentage increase of 0.0% is inconsistent with the absolute growth of 6.2 million card members from a base of 121.6 million. (6.2 / 121.6) * 100% is approximately 5.1%, not 0.0%. This is a significant arithmetic error.",high,2,10
FB_045_3960FE69,FB_045_3960FE69_H1,Gemini 2.5 Flash,percentage,6.3%,0.1%,True,"The reported percentage increase of 0.1% is inconsistent with the absolute growth of 7.2 million card members from a base of 114.4 million. (7.2 / 114.4) * 100% is approximately 6.3%, not 0.1%. This is a significant arithmetic error.",high,2,10
FB_046_E323A993,FB_046_E323A993_H2,Gemini 2.5 Flash,dollar_amount,"$1,034 million","$1,420 million",True,"This figure represents an increase of approximately 118.5% from the FY2018 payout of $650 million. A more than doubling of total cash dividends paid in a single year is an extremely aggressive and highly implausible increase for a stable utility company like American Water Works, which is known for predictable, steady dividend growth.",high,2,3
FB_046_E323A993,FB_046_E323A993_H1,Gemini 2.5 Flash,dollar_amount,$977 million,$650 million,False,,,2,3
FB_047_A9C061FE,FB_047_A9C061FE_H3,Gemini 2.5 Flash,dollar_amount,"$1,426 million",$966 million,True,"The stated unadjusted EBITDA ($966 million) is arithmetically inconsistent with the provided components for FY2021. Operating Income ($1,149 million) + Depreciation and Amortization ($277 million) equals $1,426 million, not $966 million. This represents a significant calculation error or a hallucinated final figure.",high,1,7
FB_047_A9C061FE,FB_047_A9C061FE_H2,Gemini 2.5 Flash,dollar_amount,"$1,019 million",$832 million,False,,,1,7
FB_047_A9C061FE,FB_047_A9C061FE_H1,Gemini 2.5 Flash,dollar_amount,$263 million,$208 million,False,,,1,7
FB_048_79F71CE3,FB_048_79F71CE3_H3,Gemini 2.5 Flash,dollar_amount,"$1,519 million","$1,823 million",False,,,2,9
FB_048_79F71CE3,FB_048_79F71CE3_H2,Gemini 2.5 Flash,dollar_amount,$684 million,$522 million,True,"The reported Working Capital of $522 million for FY2022 is inconsistent with the provided Current Assets ($2,203 million) and Current Liabilities ($1,823 million). The correct calculation ($2,203 million - $1,823 million) yields $380 million, not $522 million.",high,2,9
FB_048_79F71CE3,FB_048_79F71CE3_H1,Gemini 2.5 Flash,dollar_amount,$606 million,$721 million,True,"The reported Working Capital of $721 million for FY2020 is inconsistent with the provided Current Assets ($1,974 million) and Current Liabilities ($1,368 million). The correct calculation ($1,974 million - $1,368 million) yields $606 million, not $721 million.",high,2,9
FB_049_4416C718,FB_049_4416C718_H3,Gemini 2.5 Flash,dollar_amount,"$1,173 million",$924 million,True,"The net profit figure used in this calculation ($1,173 million) for FY2016 contradicts the FY2016 Net Profit of $924 million stated earlier in the 'PRIMARY METRIC' section. This is an internal inconsistency.",high,4,11
FB_049_4416C718,FB_049_4416C718_H2,Gemini 2.5 Flash,percentage,2.9%,0.0%,True,"The calculation ($1,185 million / $40,349 million) * 100 results in approximately 2.93%, which, when rounded to one decimal place, should be 2.9%, not 0.0%. This is a significant mathematical error.",high,4,11
FB_049_4416C718,FB_049_4416C718_H1,Gemini 2.5 Flash,percentage,2.9%,0.0%,True,"The calculation ($1,185 million / $40,349 million) * 100 results in approximately 2.93%, which, when rounded to one decimal place, should be 2.9%, not 0.0%. This is a significant mathematical error.",high,4,11
FB_050_A0B82AEA,FB_050_A0B82AEA_H2,Gemini 2.5 Flash,dollar_amount,"$3,719 million","$2,780 million",True,"This figure implies a ~43.5% decrease in inventories from FY2017 ($4,922 million) and a subsequent ~51.2% increase to FY2019 ($4,203 million). Such large year-over-year swings (over 40-50%) in total inventories are highly unusual for a mature, stable retailer like Best Buy without significant, explained operational shifts or external events.",medium,2,3
FB_050_A0B82AEA,FB_050_A0B82AEA_H1,Gemini 2.5 Flash,dollar_amount,"$3,579 million","$4,922 million",True,"This figure, when compared to FY2018 ($2,780 million), implies a ~43.5% decrease in inventories. Such a large year-over-year swing (over 40-50%) in total inventories is highly unusual for a mature, stable retailer like Best Buy without significant, explained operational shifts or external events. The subsequent ~51.2% increase from FY2018 to FY2019 further highlights an unusually volatile inventory trend.",medium,2,3
FB_051_091D46D5,FB_051_091D46D5_H3,Gemini 2.5 Flash,dollar_amount,"$46,294 million","$29,580 million",True,"This revenue figure implies an implausible ~46% decrease from FY2021 ($55,020 million) and an equally implausible ~46% increase to FY2023 ($43,294 million). Such massive year-over-year swings (down 46% then up 46%) are highly uncharacteristic for a mature, stable retailer like Best Buy.",high,4,21
FB_051_091D46D5,FB_051_091D46D5_H2,Gemini 2.5 Flash,dollar_amount,"$47,262 million","$55,020 million",False,,,4,21
FB_051_091D46D5,FB_051_091D46D5_H1,Gemini 2.5 Flash,percentage,2%,10.3%,True,"This statement directly contradicts the researcher's own preceding calculation, which correctly identified the maximum fluctuation as 1.1% (from FY2021 to FY2022). The '10.3%' figure appears to be a hallucination.",high,4,21
FB_052_FC76DF78,FB_052_FC76DF78_H3,Gemini 2.5 Flash,large_number,"1,846","1,157",False,,,4,7
FB_052_FC76DF78,FB_052_FC76DF78_H2,Gemini 2.5 Flash,large_number,"47,262","32,254",True,"When compared to the reported FY2022 revenue of USD 51,764 million, this implies an implausible year-over-year increase of over 60% for a mature retailer like Best Buy. Such a massive revenue jump is highly unlikely without a major, publicly known event (like a large merger) which is not mentioned, and it's inconsistent with the reported slight decrease in net income for the same period.",high,4,7
FB_052_FC76DF78,FB_052_FC76DF78_H1,Gemini 2.5 Flash,large_number,"1,570","1,229",False,,,4,7
FB_053_05E755A5,FB_053_05E755A5_H3,Gemini 2.5 Flash,dollar_amount,"$1,518 million","$1,210 million",True,"This figure for FY2023 Cash Flows from Operating Activities ($1,518 million) directly contradicts the figure provided earlier in the same output for the exact same metric and period, which was stated as $1,210 million. This is a clear internal inconsistency.",high,1,10
FB_053_05E755A5,FB_053_05E755A5_H2,Gemini 2.5 Flash,large_number,"1,188","1,421",False,,,1,10
FB_053_05E755A5,FB_053_05E755A5_H1,Gemini 2.5 Flash,large_number,"1,045",852,False,,,1,10
FB_054_F1BBC565,FB_054_F1BBC565_H3,Gemini 2.5 Flash,dollar_amount,"$1,200 million",$911 million,True,"This figure for FY 2023 Cash and Cash Equivalents is directly contradicted by two other figures provided in the same output for the same period: '$1,200 million' and '$789 million'. It is impossible for all three to be correct.",high,5,7
FB_054_F1BBC565,FB_054_F1BBC565_H2,Gemini 2.5 Flash,dollar_amount,"$3,200 million","$2,191 million",False,,,5,7
FB_054_F1BBC565,FB_054_F1BBC565_H1,Gemini 2.5 Flash,dollar_amount,"$1,200 million",$789 million,True,This figure for FY 2023 Cash and Cash Equivalents is directly contradicted by two other figures provided in the same output for the same period: '$911 million' and '$789 million'. It is impossible for all three to be correct.,high,5,7
FB_055_B75D0172,FB_055_B75D0172_H3,Gemini 2.5 Flash,large_number,"1,024",822,True,"This figure is directly contradicted by the 'SUPPORTING DATA' section which states 'Q2 FY2024 Store Count: 1,272 stores'. Two different store counts are provided for the same period.",high,6,6
FB_055_B75D0172,FB_055_B75D0172_H2,Gemini 2.5 Flash,large_number,"1,040",698,True,"This figure is directly contradicted by the 'SUPPORTING DATA' section which states 'Q2 FY2023 Store Count: 1,040 stores'. Two different store counts are provided for the same period.",high,6,6
FB_055_B75D0172,FB_055_B75D0172_H1,Gemini 2.5 Flash,large_number,"1,024","1,272",True,"This figure is directly contradicted by the 'PRIMARY METRIC' section which states 'As of the end of Q2 FY2024, Best Buy had 822 stores'. Two different store counts are provided for the same period.",high,6,6
FB_056_E46FAB20,FB_056_E46FAB20_H3,Gemini 2.5 Flash,dollar_amount,"$1,800 million","$1,519 million",True,"Based on general financial knowledge of Best Buy's business model and typical revenue distribution, the 'Computing and Mobile Phones' category is usually one of its largest, often comparable to or exceeding 'Consumer Electronics'. A figure of $1.519 billion for a quarter seems unusually low for this core category, especially when 'Consumer Electronics' is reported at $2.5 billion, suggesting a potential underestimation or hallucination of its relative magnitude.",high,2,15
FB_056_E46FAB20,FB_056_E46FAB20_H2,Gemini 2.5 Flash,dollar_amount,$600 million,$738 million,True,"This figure, when compared to the reported Q2 FY2023 Entertainment revenue of $500 million, implies a year-over-year growth rate of approximately 47.6%. Such a high percentage increase in a single product category for a large, mature retailer like Best Buy is highly unusual and raises suspicion of hallucination.",medium,2,15
FB_056_E46FAB20,FB_056_E46FAB20_H1,Gemini 2.5 Flash,dollar_amount,"$1,900 million","$1,307 million",False,,,2,15
FB_057_2D006C3F,FB_057_2D006C3F_H3,Gemini 2.5 Flash,dollar_amount,$467.5 million,$606.8 million,True,This figure is used as the denominator for the FY2016 Working Capital Ratio calculation but contradicts the explicitly stated FY2016 Total Current Liabilities of $467.5 million. It appears to be a hallucinated figure introduced solely for the calculation.,high,4,12
FB_057_2D006C3F,FB_057_2D006C3F_H2,Gemini 2.5 Flash,dollar_amount,$360.6 million,$259.8 million,True,This figure is used as the numerator for the FY2015 Working Capital Ratio calculation but contradicts the explicitly stated FY2015 Total Current Assets of $259.8 million. It appears to be a hallucinated figure introduced solely for the calculation.,high,4,12
FB_057_2D006C3F,FB_057_2D006C3F_H1,Gemini 2.5 Flash,dollar_amount,"$1,197.5 million",$788.1 million,True,This figure is used as the numerator for the FY2017 Working Capital Ratio calculation but contradicts the explicitly stated FY2017 Total Current Assets of $788.1 million. It appears to be a hallucinated figure introduced solely for the calculation.,high,4,12
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H3,Gemini 2.5 Flash,dollar_amount,"$4,711 million","$5,585 million",True,"This figure for FY2019 Total Revenue directly contradicts the 'SUPPORTING DATA' section which states FY2019 Total Revenue as $4,711 million. This is a clear internal inconsistency.",high,5,7
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H2,Gemini 2.5 Flash,percentage,101.6%,91.9%,True,"The stated growth rate of 91.9% does not match the calculation provided. Using the numbers in the calculation: [(9,493 - 4,711) / 4,711] * 100 = (4,782 / 4,711) * 100 = 101.5%. Furthermore, the FY2019 revenue figure ($4,711 million) used in the calculation contradicts the FY2019 revenue stated in the 'PRIMARY METRIC' section ($5,585 million). This indicates multiple calculation errors and internal inconsistencies.",high,5,7
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H1,Gemini 2.5 Flash,dollar_amount,"$9,493 million","$12,544 million",True,"This figure for FY2020 Total Revenue directly contradicts the 'SUPPORTING DATA' section which states FY2020 Total Revenue as $12,544 million. This is a clear internal inconsistency.",high,5,7
FB_060_D8048F85,FB_060_D8048F85_H2,Gemini 2.5 Flash,dollar_amount,"$83,535 million","$115,274 million",True,"This reported Net Property, Plant, and Equipment figure ($115,274 million) is greater than the reported Total Assets ($85,028 million). This is an accounting impossibility, as Net PP&E is a component of Total Assets and cannot exceed the total.",high,4,4
FB_060_D8048F85,FB_060_D8048F85_H1,Gemini 2.5 Flash,dollar_amount,"$139,660 million","$85,028 million",True,"When combined with the reported Total Liabilities ($103,227 million) and Shareholders' Equity ($36,433 million), the fundamental accounting equation (Assets = Liabilities + Equity) does not balance ($85,028 million != $103,227 million + $36,433 million). This indicates at least one of these three figures is incorrect.",high,4,4
FB_061_B30537F0,FB_061_B30537F0_H3,Gemini 2.5 Flash,dollar_amount,"$62,283 million","$52,278 million",True,"The sum of the reported segment revenues for FY2021 ($14,811M for Commercial Airplanes + $26,153M for Defense, Space & Security + $13,434M for Global Services = $54,398M) does not equal the stated total revenue of $52,278M. There is a $2,120M discrepancy.",high,12,22
FB_061_B30537F0,FB_061_B30537F0_H2,Gemini 2.5 Flash,dollar_amount,"$21,319 million","$13,434 million",True,"This figure for Global Services revenue in FY2021 directly contradicts the figure of '$13,434 million' provided earlier in the 'SUPPORTING DATA' section for the same category and period. This is an internal inconsistency in the reported data.",high,12,22
